Partno,Judgment,Word Pair,Judged Value,Recall
149,Semantic,High...School,100,0
150,Semantic,High...School,70,1
151,Semantic,High...School,67,NA
152,Semantic,High...School,78,NA
153,Semantic,High...School,60,0
154,Semantic,High...School,50,1
155,Semantic,High...School,NA,0
156,Semantic,High...School,50,1
157,Semantic,High...School,99,0
158,Semantic,High...School,100,0
159,Semantic,High...School,10,0
160,Semantic,High...School,50,0
161,Semantic,High...School,68,0
162,Semantic,High...School,95,0
163,Semantic,High...School,60,NA
164,Semantic,High...School,60,0
165,Semantic,High...School,90,0
166,Semantic,High...School,NA,0
167,Semantic,High...School,100,1
168,Semantic,High...School,49,1
169,Semantic,High...School,100,1
170,Semantic,High...School,75,1
171,Semantic,High...School,65,0
172,Semantic,High...School,50,1
173,Semantic,High...School,80,0
174,Semantic,High...School,40,1
175,Semantic,High...School,100,1
176,Semantic,High...School,60,0
177,Semantic,High...School,0,0
178,Semantic,High...School,100,1
179,Semantic,High...School,10,1
180,Semantic,High...School,60,0
181,Semantic,High...School,50,1
182,Semantic,High...School,100,1
183,Semantic,High...School,65,1
184,Semantic,High...School,70,0
185,Semantic,High...School,60,0
186,Semantic,High...School,60,1
187,Semantic,High...School,50,0
188,Semantic,High...School,80,0
189,Semantic,High...School,97,1
190,Semantic,High...School,90,NA
191,Semantic,High...School,80,0
192,Semantic,High...School,70,1
193,Semantic,High...School,70,0
194,Semantic,High...School,100,0
195,Semantic,High...School,0,1
196,Semantic,High...School,50,1
197,Semantic,High...School,NA,NA
198,Semantic,High...School,70,0
199,Semantic,High...School,0,1
200,Semantic,High...School,90,1
201,Semantic,High...School,90,0
202,Semantic,High...School,90,1
203,Semantic,High...School,0,0
204,Semantic,High...School,0,0
205,Semantic,High...School,50,0
206,Semantic,High...School,40,NA
207,Semantic,High...School,60,1
208,Semantic,High...School,50,0
209,Semantic,High...School,70,1
210,Semantic,High...School,0,1
211,Semantic,High...School,20,1
212,Semantic,High...School,0,1
213,Semantic,High...School,8,1
214,Semantic,High...School,100,1
215,Semantic,High...School,45,1
216,Semantic,High...School,10,1
217,Semantic,High...School,100,0
218,Semantic,High...School,20,1
219,Semantic,High...School,0,0
220,Semantic,High...School,100,0
221,Semantic,High...School,50,1
1,Associative,Food...Drink,80,0
2,Associative,Food...Drink,92,0
3,Associative,Food...Drink,85,0
4,Associative,Food...Drink,80,0
5,Associative,Food...Drink,NA,NA
6,Associative,Food...Drink,80,1
7,Associative,Food...Drink,80,0
8,Associative,Food...Drink,85,1
9,Associative,Food...Drink,20,0
10,Associative,Food...Drink,90,NA
11,Associative,Food...Drink,90,0
12,Associative,Food...Drink,60,0
13,Associative,Food...Drink,40,1
14,Associative,Food...Drink,62,0
15,Associative,Food...Drink,32,0
16,Associative,Food...Drink,90,1
17,Associative,Food...Drink,20,NA
18,Associative,Food...Drink,90,1
19,Associative,Food...Drink,90,1
20,Associative,Food...Drink,95,0
21,Associative,Food...Drink,30,NA
22,Associative,Food...Drink,80,0
23,Associative,Food...Drink,75,1
24,Associative,Food...Drink,60,0
25,Associative,Food...Drink,85,0
26,Associative,Food...Drink,30,1
27,Associative,Food...Drink,90,0
28,Associative,Food...Drink,40,1
29,Associative,Food...Drink,80,1
30,Associative,Food...Drink,75,1
31,Associative,Food...Drink,NA,0
32,Associative,Food...Drink,100,1
33,Associative,Food...Drink,100,0
34,Associative,Food...Drink,89,0
35,Associative,Food...Drink,85,1
36,Associative,Food...Drink,100,0
37,Associative,Food...Drink,99,NA
38,Associative,Food...Drink,100,0
39,Associative,Food...Drink,50,1
40,Associative,Food...Drink,40,1
41,Associative,Food...Drink,100,0
42,Associative,Food...Drink,90,1
43,Associative,Food...Drink,85,0
44,Associative,Food...Drink,95,0
45,Associative,Food...Drink,80,0
46,Associative,Food...Drink,80,1
47,Associative,Food...Drink,95,1
48,Associative,Food...Drink,80,1
49,Associative,Food...Drink,80,1
50,Associative,Food...Drink,90,1
51,Associative,Food...Drink,35,0
52,Associative,Food...Drink,60,1
53,Associative,Food...Drink,90,0
54,Associative,Food...Drink,65,1
55,Associative,Food...Drink,70,1
56,Associative,Food...Drink,40,1
57,Associative,Food...Drink,70,0
58,Associative,Food...Drink,90,1
59,Associative,Food...Drink,90,1
60,Associative,Food...Drink,50,0
61,Associative,Food...Drink,85,1
62,Associative,Food...Drink,100,1
63,Associative,Food...Drink,70,1
64,Associative,Food...Drink,70,0
65,Associative,Food...Drink,80,0
66,Associative,Food...Drink,90,0
67,Associative,Food...Drink,50,0
68,Associative,Food...Drink,90,1
69,Associative,Food...Drink,98,1
70,Associative,Food...Drink,95,1
71,Associative,Food...Drink,90,1
72,Associative,Food...Drink,95,NA
73,Associative,Food...Drink,40,1
74,Associative,Food...Drink,27,0
75,Associative,Food...Drink,98,1
76,Associative,Food...Drink,90,0
77,Associative,Food...Drink,40,0
78,Associative,Food...Drink,5,0
79,Thematic,Food...Drink,38,0
80,Thematic,Food...Drink,100,1
81,Thematic,Food...Drink,70,0
82,Thematic,Food...Drink,45,0
83,Thematic,Food...Drink,35,1
84,Thematic,Food...Drink,20,NA
85,Thematic,Food...Drink,99,0
86,Thematic,Food...Drink,NA,0
87,Thematic,Food...Drink,50,0
88,Thematic,Food...Drink,85,1
89,Thematic,Food...Drink,50,0
90,Thematic,Food...Drink,NA,NA
91,Thematic,Food...Drink,50,0
92,Thematic,Food...Drink,98,0
93,Thematic,Food...Drink,80,1
94,Thematic,Food...Drink,25,1
95,Thematic,Food...Drink,80,0
96,Thematic,Food...Drink,50,1
97,Thematic,Food...Drink,70,0
98,Thematic,Food...Drink,90,0
99,Thematic,Food...Drink,NA,0
100,Thematic,Food...Drink,90,0
101,Thematic,Food...Drink,100,0
102,Thematic,Food...Drink,10,1
103,Thematic,Food...Drink,42,NA
104,Thematic,Food...Drink,87,1
105,Thematic,Food...Drink,5,1
106,Thematic,Food...Drink,70,0
107,Thematic,Food...Drink,70,0
108,Thematic,Food...Drink,90,0
109,Thematic,Food...Drink,50,0
110,Thematic,Food...Drink,90,1
111,Thematic,Food...Drink,100,0
112,Thematic,Food...Drink,75,1
113,Thematic,Food...Drink,98,0
114,Thematic,Food...Drink,NA,NA
115,Thematic,Food...Drink,60,1
116,Thematic,Food...Drink,80,0
117,Thematic,Food...Drink,10,1
118,Thematic,Food...Drink,99,0
119,Thematic,Food...Drink,NA,0
120,Thematic,Food...Drink,25,0
121,Thematic,Food...Drink,100,0
122,Thematic,Food...Drink,75,0
123,Thematic,Food...Drink,50,0
124,Thematic,Food...Drink,90,0
125,Thematic,Food...Drink,80,1
126,Thematic,Food...Drink,60,0
127,Thematic,Food...Drink,88,1
128,Thematic,Food...Drink,100,1
129,Thematic,Food...Drink,100,0
130,Thematic,Food...Drink,70,1
131,Thematic,Food...Drink,95,1
132,Thematic,Food...Drink,88,1
133,Thematic,Food...Drink,95,1
314,Thematic,Food...Drink,85,1
135,Thematic,Food...Drink,80,1
136,Thematic,Food...Drink,60,0
137,Thematic,Food...Drink,90,0
138,Thematic,Food...Drink,90,0
139,Thematic,Food...Drink,32,NA
140,Thematic,Food...Drink,90,NA
141,Thematic,Food...Drink,25,0
142,Thematic,Food...Drink,89,0
143,Thematic,Food...Drink,100,0
144,Thematic,Food...Drink,NA,NA
145,Thematic,Food...Drink,90,1
146,Thematic,Food...Drink,50,0
147,Semantic,Food...Drink,50,0
148,Semantic,Food...Drink,60,1
149,Semantic,Food...Drink,100,1
150,Semantic,Food...Drink,75,1
151,Semantic,Food...Drink,45,NA
152,Semantic,Food...Drink,78,NA
153,Semantic,Food...Drink,50,0
154,Semantic,Food...Drink,45,1
155,Semantic,Food...Drink,NA,0
156,Semantic,Food...Drink,50,1
157,Semantic,Food...Drink,80,0
158,Semantic,Food...Drink,100,0
159,Semantic,Food...Drink,60,0
160,Semantic,Food...Drink,100,0
161,Semantic,Food...Drink,38,0
162,Semantic,Food...Drink,95,1
163,Semantic,Food...Drink,60,1
164,Semantic,Food...Drink,50,1
165,Semantic,Food...Drink,70,1
166,Semantic,Food...Drink,90,0
167,Semantic,Food...Drink,90,0
168,Semantic,Food...Drink,38,1
169,Semantic,Food...Drink,100,1
170,Semantic,Food...Drink,85,1
171,Semantic,Food...Drink,65,0
172,Semantic,Food...Drink,100,0
173,Semantic,Food...Drink,95,0
174,Semantic,Food...Drink,70,1
175,Semantic,Food...Drink,100,NA
176,Semantic,Food...Drink,100,1
177,Semantic,Food...Drink,100,0
178,Semantic,Food...Drink,100,1
179,Semantic,Food...Drink,50,1
180,Semantic,Food...Drink,100,0
181,Semantic,Food...Drink,80,0
182,Semantic,Food...Drink,100,0
183,Semantic,Food...Drink,95,1
184,Semantic,Food...Drink,100,0
185,Semantic,Food...Drink,30,0
186,Semantic,Food...Drink,90,0
187,Semantic,Food...Drink,60,0
188,Semantic,Food...Drink,70,0
189,Semantic,Food...Drink,95,0
190,Semantic,Food...Drink,80,NA
191,Semantic,Food...Drink,80,0
192,Semantic,Food...Drink,55,0
193,Semantic,Food...Drink,50,1
194,Semantic,Food...Drink,100,0
195,Semantic,Food...Drink,90,1
196,Semantic,Food...Drink,75,1
197,Semantic,Food...Drink,NA,NA
198,Semantic,Food...Drink,70,1
199,Semantic,Food...Drink,30,1
200,Semantic,Food...Drink,85,0
201,Semantic,Food...Drink,95,1
202,Semantic,Food...Drink,90,1
203,Semantic,Food...Drink,100,0
204,Semantic,Food...Drink,68,1
205,Semantic,Food...Drink,100,0
206,Semantic,Food...Drink,80,NA
207,Semantic,Food...Drink,90,1
208,Semantic,Food...Drink,90,1
209,Semantic,Food...Drink,70,0
210,Semantic,Food...Drink,75,1
211,Semantic,Food...Drink,95,0
212,Semantic,Food...Drink,0,0
213,Semantic,Food...Drink,57,1
214,Semantic,Food...Drink,100,1
215,Semantic,Food...Drink,80,1
216,Semantic,Food...Drink,100,1
217,Semantic,Food...Drink,50,0
218,Semantic,Food...Drink,70,0
219,Semantic,Food...Drink,50,0
220,Semantic,Food...Drink,100,1
221,Semantic,Food...Drink,40,1
1,Associative,Shovel...Fork,20,1
2,Associative,Shovel...Fork,20,1
3,Associative,Shovel...Fork,20,1
4,Associative,Shovel...Fork,20,1
5,Associative,Shovel...Fork,NA,NA
6,Associative,Shovel...Fork,5,1
7,Associative,Shovel...Fork,3,0
8,Associative,Shovel...Fork,0,1
9,Associative,Shovel...Fork,10,0
10,Associative,Shovel...Fork,23,NA
11,Associative,Shovel...Fork,40,1
12,Associative,Shovel...Fork,5,1
13,Associative,Shovel...Fork,10,0
14,Associative,Shovel...Fork,2,1
15,Associative,Shovel...Fork,45,0
16,Associative,Shovel...Fork,0,1
17,Associative,Shovel...Fork,50,NA
18,Associative,Shovel...Fork,0,0
19,Associative,Shovel...Fork,30,1
20,Associative,Shovel...Fork,10,1
21,Associative,Shovel...Fork,20,NA
22,Associative,Shovel...Fork,65,0
23,Associative,Shovel...Fork,55,1
24,Associative,Shovel...Fork,25,1
25,Associative,Shovel...Fork,24,1
26,Associative,Shovel...Fork,10,1
27,Associative,Shovel...Fork,10,0
28,Associative,Shovel...Fork,1,1
29,Associative,Shovel...Fork,15,1
30,Associative,Shovel...Fork,75,0
31,Associative,Shovel...Fork,NA,0
32,Associative,Shovel...Fork,10,0
33,Associative,Shovel...Fork,10,1
34,Associative,Shovel...Fork,0,1
35,Associative,Shovel...Fork,20,1
36,Associative,Shovel...Fork,0,0
37,Associative,Shovel...Fork,80,0
38,Associative,Shovel...Fork,10,0
39,Associative,Shovel...Fork,0,1
40,Associative,Shovel...Fork,5,1
41,Associative,Shovel...Fork,11,0
42,Associative,Shovel...Fork,30,1
43,Associative,Shovel...Fork,13,1
44,Associative,Shovel...Fork,0,1
45,Associative,Shovel...Fork,2,1
46,Associative,Shovel...Fork,50,1
47,Associative,Shovel...Fork,65,1
48,Associative,Shovel...Fork,10,1
49,Associative,Shovel...Fork,10,1
50,Associative,Shovel...Fork,0,0
51,Associative,Shovel...Fork,0,1
52,Associative,Shovel...Fork,70,0
53,Associative,Shovel...Fork,80,0
54,Associative,Shovel...Fork,1,1
55,Associative,Shovel...Fork,10,1
56,Associative,Shovel...Fork,5,1
57,Associative,Shovel...Fork,5,1
58,Associative,Shovel...Fork,20,1
59,Associative,Shovel...Fork,12,0
60,Associative,Shovel...Fork,10,0
61,Associative,Shovel...Fork,5,1
62,Associative,Shovel...Fork,30,1
63,Associative,Shovel...Fork,30,1
64,Associative,Shovel...Fork,0,1
65,Associative,Shovel...Fork,10,0
66,Associative,Shovel...Fork,1,1
67,Associative,Shovel...Fork,1,1
68,Associative,Shovel...Fork,1,1
69,Associative,Shovel...Fork,23,1
70,Associative,Shovel...Fork,80,0
71,Associative,Shovel...Fork,23,0
72,Associative,Shovel...Fork,80,0
73,Associative,Shovel...Fork,5,0
74,Associative,Shovel...Fork,10,1
75,Associative,Shovel...Fork,20,1
76,Associative,Shovel...Fork,50,0
77,Associative,Shovel...Fork,2,0
78,Associative,Shovel...Fork,5,0
79,Thematic,Shovel...Fork,1,1
80,Thematic,Shovel...Fork,10,1
81,Thematic,Shovel...Fork,10,0
82,Thematic,Shovel...Fork,65,0
83,Thematic,Shovel...Fork,0,1
84,Thematic,Shovel...Fork,40,NA
85,Thematic,Shovel...Fork,20,1
86,Thematic,Shovel...Fork,NA,0
87,Thematic,Shovel...Fork,0,1
88,Thematic,Shovel...Fork,1,1
89,Thematic,Shovel...Fork,10,1
90,Thematic,Shovel...Fork,NA,NA
91,Thematic,Shovel...Fork,42,NA
92,Thematic,Shovel...Fork,98,0
93,Thematic,Shovel...Fork,0,1
94,Thematic,Shovel...Fork,0,0
95,Thematic,Shovel...Fork,5,0
96,Thematic,Shovel...Fork,75,0
97,Thematic,Shovel...Fork,10,0
98,Thematic,Shovel...Fork,38,NA
99,Thematic,Shovel...Fork,NA,0
100,Thematic,Shovel...Fork,10,1
101,Thematic,Shovel...Fork,0,1
102,Thematic,Shovel...Fork,40,1
103,Thematic,Shovel...Fork,90,NA
104,Thematic,Shovel...Fork,12,0
105,Thematic,Shovel...Fork,2,1
106,Thematic,Shovel...Fork,40,0
107,Thematic,Shovel...Fork,3,0
108,Thematic,Shovel...Fork,10,0
109,Thematic,Shovel...Fork,25,0
110,Thematic,Shovel...Fork,30,1
111,Thematic,Shovel...Fork,0,1
112,Thematic,Shovel...Fork,10,1
113,Thematic,Shovel...Fork,30,1
114,Thematic,Shovel...Fork,NA,NA
115,Thematic,Shovel...Fork,50,1
116,Thematic,Shovel...Fork,50,1
117,Thematic,Shovel...Fork,0,1
118,Thematic,Shovel...Fork,70,1
119,Thematic,Shovel...Fork,NA,1
120,Thematic,Shovel...Fork,10,0
121,Thematic,Shovel...Fork,25,1
122,Thematic,Shovel...Fork,25,1
123,Thematic,Shovel...Fork,50,1
124,Thematic,Shovel...Fork,60,1
125,Thematic,Shovel...Fork,10,1
126,Thematic,Shovel...Fork,30,0
127,Thematic,Shovel...Fork,45,1
128,Thematic,Shovel...Fork,0,0
129,Thematic,Shovel...Fork,0,0
130,Thematic,Shovel...Fork,10,1
131,Thematic,Shovel...Fork,5,1
132,Thematic,Shovel...Fork,45,1
133,Thematic,Shovel...Fork,40,1
314,Thematic,Shovel...Fork,20,1
135,Thematic,Shovel...Fork,65,1
136,Thematic,Shovel...Fork,75,0
137,Thematic,Shovel...Fork,60,0
138,Thematic,Shovel...Fork,60,1
139,Thematic,Shovel...Fork,23,NA
140,Thematic,Shovel...Fork,80,NA
141,Thematic,Shovel...Fork,50,0
142,Thematic,Shovel...Fork,10,0
143,Thematic,Shovel...Fork,100,0
144,Thematic,Shovel...Fork,NA,NA
145,Thematic,Shovel...Fork,20,1
146,Thematic,Shovel...Fork,10,0
147,Semantic,Shovel...Fork,5,0
148,Semantic,Shovel...Fork,10,1
149,Semantic,Shovel...Fork,50,1
150,Semantic,Shovel...Fork,5,1
151,Semantic,Shovel...Fork,76,NA
152,Semantic,Shovel...Fork,45,NA
153,Semantic,Shovel...Fork,1,1
154,Semantic,Shovel...Fork,0,0
155,Semantic,Shovel...Fork,NA,0
156,Semantic,Shovel...Fork,0,1
157,Semantic,Shovel...Fork,25,0
158,Semantic,Shovel...Fork,90,1
159,Semantic,Shovel...Fork,5,0
160,Semantic,Shovel...Fork,90,0
161,Semantic,Shovel...Fork,62,0
162,Semantic,Shovel...Fork,30,1
163,Semantic,Shovel...Fork,20,1
164,Semantic,Shovel...Fork,0,0
165,Semantic,Shovel...Fork,50,0
166,Semantic,Shovel...Fork,90,0
167,Semantic,Shovel...Fork,80,0
168,Semantic,Shovel...Fork,60,0
169,Semantic,Shovel...Fork,0,1
170,Semantic,Shovel...Fork,45,0
171,Semantic,Shovel...Fork,15,1
172,Semantic,Shovel...Fork,10,1
173,Semantic,Shovel...Fork,80,0
174,Semantic,Shovel...Fork,15,1
175,Semantic,Shovel...Fork,80,1
176,Semantic,Shovel...Fork,80,1
177,Semantic,Shovel...Fork,0,1
178,Semantic,Shovel...Fork,0,1
179,Semantic,Shovel...Fork,60,1
180,Semantic,Shovel...Fork,50,0
181,Semantic,Shovel...Fork,10,1
182,Semantic,Shovel...Fork,65,0
183,Semantic,Shovel...Fork,35,1
184,Semantic,Shovel...Fork,10,0
185,Semantic,Shovel...Fork,63,0
186,Semantic,Shovel...Fork,30,1
187,Semantic,Shovel...Fork,25,1
188,Semantic,Shovel...Fork,30,1
189,Semantic,Shovel...Fork,10,1
190,Semantic,Shovel...Fork,0,1
191,Semantic,Shovel...Fork,70,0
192,Semantic,Shovel...Fork,20,1
193,Semantic,Shovel...Fork,10,1
194,Semantic,Shovel...Fork,80,1
195,Semantic,Shovel...Fork,10,1
196,Semantic,Shovel...Fork,0,1
197,Semantic,Shovel...Fork,NA,NA
198,Semantic,Shovel...Fork,40,1
199,Semantic,Shovel...Fork,40,1
200,Semantic,Shovel...Fork,75,0
201,Semantic,Shovel...Fork,15,1
202,Semantic,Shovel...Fork,10,0
203,Semantic,Shovel...Fork,100,0
204,Semantic,Shovel...Fork,61,0
205,Semantic,Shovel...Fork,30,0
206,Semantic,Shovel...Fork,30,0
207,Semantic,Shovel...Fork,10,1
208,Semantic,Shovel...Fork,70,0
209,Semantic,Shovel...Fork,99,1
210,Semantic,Shovel...Fork,55,1
211,Semantic,Shovel...Fork,10,0
212,Semantic,Shovel...Fork,0,1
213,Semantic,Shovel...Fork,8,1
214,Semantic,Shovel...Fork,10,1
215,Semantic,Shovel...Fork,65,1
216,Semantic,Shovel...Fork,5,1
217,Semantic,Shovel...Fork,10,1
218,Semantic,Shovel...Fork,1,1
219,Semantic,Shovel...Fork,40,1
220,Semantic,Shovel...Fork,0,1
221,Semantic,Shovel...Fork,20,1
1,Associative,Fish...Bowl,90,0
2,Associative,Fish...Bowl,90,0
3,Associative,Fish...Bowl,95,1
4,Associative,Fish...Bowl,40,0
5,Associative,Fish...Bowl,NA,1
6,Associative,Fish...Bowl,60,1
7,Associative,Fish...Bowl,70,0
8,Associative,Fish...Bowl,60,0
9,Associative,Fish...Bowl,25,0
10,Associative,Fish...Bowl,78,NA
11,Associative,Fish...Bowl,95,1
12,Associative,Fish...Bowl,50,1
13,Associative,Fish...Bowl,75,0
14,Associative,Fish...Bowl,40,1
15,Associative,Fish...Bowl,25,0
16,Associative,Fish...Bowl,70,0
17,Associative,Fish...Bowl,50,NA
18,Associative,Fish...Bowl,75,0
19,Associative,Fish...Bowl,70,0
20,Associative,Fish...Bowl,95,0
21,Associative,Fish...Bowl,20,NA
22,Associative,Fish...Bowl,65,1
23,Associative,Fish...Bowl,65,0
24,Associative,Fish...Bowl,40,1
25,Associative,Fish...Bowl,81,0
26,Associative,Fish...Bowl,95,0
27,Associative,Fish...Bowl,80,1
28,Associative,Fish...Bowl,70,0
29,Associative,Fish...Bowl,45,0
30,Associative,Fish...Bowl,75,0
31,Associative,Fish...Bowl,NA,0
32,Associative,Fish...Bowl,95,1
33,Associative,Fish...Bowl,60,1
34,Associative,Fish...Bowl,50,1
35,Associative,Fish...Bowl,80,1
36,Associative,Fish...Bowl,70,1
37,Associative,Fish...Bowl,99,0
38,Associative,Fish...Bowl,80,0
39,Associative,Fish...Bowl,30,0
40,Associative,Fish...Bowl,75,1
41,Associative,Fish...Bowl,68,1
42,Associative,Fish...Bowl,90,1
43,Associative,Fish...Bowl,88,0
44,Associative,Fish...Bowl,50,0
45,Associative,Fish...Bowl,50,1
46,Associative,Fish...Bowl,40,1
47,Associative,Fish...Bowl,85,0
48,Associative,Fish...Bowl,60,0
49,Associative,Fish...Bowl,70,1
50,Associative,Fish...Bowl,70,1
51,Associative,Fish...Bowl,10,0
52,Associative,Fish...Bowl,60,0
53,Associative,Fish...Bowl,70,0
54,Associative,Fish...Bowl,60,1
55,Associative,Fish...Bowl,40,1
56,Associative,Fish...Bowl,45,1
57,Associative,Fish...Bowl,2,0
58,Associative,Fish...Bowl,90,0
59,Associative,Fish...Bowl,82,1
60,Associative,Fish...Bowl,50,1
61,Associative,Fish...Bowl,48,1
62,Associative,Fish...Bowl,90,1
63,Associative,Fish...Bowl,60,0
64,Associative,Fish...Bowl,40,1
