Partno,Judgment,Word Pair,Judged Value,Recall,COS,LSA,FSG,QSS.1,QCON.1,HAL.1,LogHAL.1,Subtlex.1,LogSub.1,Length.1,POS.1,Ortho.1,Phono.1,Phonemes.1,Syllables.1,Morphemes.1,AOA.1,Valence.1,Imageability.1,Familiarity.1,QCON.2,HAL.2,LogHAL.2,Subtlex.2,LogSub.2,Length.2,POS.2,Ortho.2,Phono.2,Phonemes.2,Syllables.2,Morphemes.2,AOA.2,Valence.2,Imageability.2,Familiarity.2,TSS.2,FSS.1,FSS.2,COSC.1,COSC.2
97,Thematic,Find...keep,10,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
98,Thematic,Find...keep,40,NA,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
99,Thematic,Find...keep,NA,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
100,Thematic,Find...keep,70,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
101,Thematic,Find...keep,100,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
102,Thematic,Find...keep,10,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
103,Thematic,Find...keep,55,NA,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
104,Thematic,Find...keep,60,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
105,Thematic,Find...keep,50,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
106,Thematic,Find...keep,48,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
107,Thematic,Find...keep,25,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
108,Thematic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
109,Thematic,Find...keep,65,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
110,Thematic,Find...keep,50,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
111,Thematic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
112,Thematic,Find...keep,75,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
113,Thematic,Find...keep,85,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
114,Thematic,Find...keep,NA,NA,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
115,Thematic,Find...keep,30,NA,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
116,Thematic,Find...keep,60,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
117,Thematic,Find...keep,0,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
118,Thematic,Find...keep,90,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
119,Thematic,Find...keep,NA,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
120,Thematic,Find...keep,2,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
121,Thematic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
122,Thematic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
123,Thematic,Find...keep,70,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
124,Thematic,Find...keep,90,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
125,Thematic,Find...keep,40,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
126,Thematic,Find...keep,70,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
127,Thematic,Find...keep,75,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
128,Thematic,Find...keep,100,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
129,Thematic,Find...keep,0,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
130,Thematic,Find...keep,90,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
131,Thematic,Find...keep,80,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
132,Thematic,Find...keep,60,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
133,Thematic,Find...keep,70,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
314,Thematic,Find...keep,85,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
135,Thematic,Find...keep,80,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
136,Thematic,Find...keep,60,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
137,Thematic,Find...keep,60,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
138,Thematic,Find...keep,95,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
139,Thematic,Find...keep,34,NA,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
140,Thematic,Find...keep,80,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
141,Thematic,Find...keep,60,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
142,Thematic,Find...keep,75,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
143,Thematic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
144,Thematic,Find...keep,NA,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
145,Thematic,Find...keep,65,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
146,Thematic,Find...keep,10,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
147,Semantic,Find...keep,80,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
148,Semantic,Find...keep,60,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
149,Semantic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
150,Semantic,Find...keep,70,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
151,Semantic,Find...keep,65,NA,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
152,Semantic,Find...keep,78,NA,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
153,Semantic,Find...keep,90,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
154,Semantic,Find...keep,90,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
155,Semantic,Find...keep,NA,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
156,Semantic,Find...keep,85,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
157,Semantic,Find...keep,80,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
158,Semantic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
159,Semantic,Find...keep,20,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
160,Semantic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
161,Semantic,Find...keep,92,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
162,Semantic,Find...keep,75,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
163,Semantic,Find...keep,60,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
164,Semantic,Find...keep,75,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
165,Semantic,Find...keep,40,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
166,Semantic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
167,Semantic,Find...keep,80,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
168,Semantic,Find...keep,38,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
169,Semantic,Find...keep,100,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
170,Semantic,Find...keep,80,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
171,Semantic,Find...keep,40,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
172,Semantic,Find...keep,50,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
173,Semantic,Find...keep,95,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
174,Semantic,Find...keep,50,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
175,Semantic,Find...keep,70,NA,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
176,Semantic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
177,Semantic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
178,Semantic,Find...keep,100,NA,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
179,Semantic,Find...keep,60,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
180,Semantic,Find...keep,70,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
181,Semantic,Find...keep,70,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
182,Semantic,Find...keep,100,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
183,Semantic,Find...keep,85,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
184,Semantic,Find...keep,65,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
185,Semantic,Find...keep,20,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
186,Semantic,Find...keep,70,1,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
187,Semantic,Find...keep,40,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
188,Semantic,Find...keep,60,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
189,Semantic,Find...keep,70,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
190,Semantic,Find...keep,80,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
191,Semantic,Find...keep,60,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
192,Semantic,Find...keep,90,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
193,Semantic,Find...keep,80,0,0,0.279109,0.117,11,5.86,378725,12.84,830.96,4.63,4,VB,15,26,4,1,1,5.78,6.45,4.21,6.17,3.3,183906,12.12,702.86,4.55,4,VB,9,33,3,1,1,4.42,6.32,2.95,6.3,17,26,5,151,14
